PhraseID,EN,PT-BR
QID220_Choice3,"45 minutes",""
QID220_Choice4,"1 hour",""
QID220_Choice5,"1 hour 15 minutes",""
QID220_Choice6,"1 hour 30 minutes",""
QID220_Choice7,"1 hour 45 minutes",""
QID220_Choice8,"2 hours",""
QID220_Choice9,"Over two hours",""
QID220_Choice10,"Other:",""
QID221_QuestionText,"Is the child typically present during your visit?",""
QID221_Choice1,"Yes",""
QID221_Choice2,"No",""
QID221_Choice3,"It depends",""
QID222_QuestionText,"Are you receiving Reflective Consultation/Reflective Supervision as part of your job in home visiting/family support?",""
QID222_Choice1,"Yes",""
QID222_Choice2,"No",""
QID223_QuestionText,"Do you have or are you currently working on Infant-Early Childhood Mental Health&nbsp;(IECMH) Endorsement as part of your job in home visiting/family support?",""
QID223_Choice1,"Yes",""
QID223_Choice2,"No",""
QID224_QuestionText,"If you cannot access either&nbsp;Reflective Consultation/Reflective Supervision&nbsp;or IECHM Endorsement through your employer, are you pursuing either on your own?",""
QID224_Choice1,"Yes",""
QID224_Choice2,"No",""
QID173_QuestionText,"Do you currently work for multiple organizations in your work with children under age 5 and their families?",""
QID173_Choice1,"Yes",""
QID173_Choice2,"No",""
QID173_Choice3,"Other, please explain:",""
QID174_QuestionText,"Which of these organizations do you currently work for in your family support/home visiting role?<br><i>Check all that apply</i><br>",""
QID174_Choice1,"Agenda for Children Literacy Initiative",""
QID174_Choice4,"Center for Families & Baby University",""
QID174_Choice5,"Home Based Early Childhood Education Program",""
QID174_Choice6,"JF&CS Healthy Families Central Middlesex ",""
QID174_Choice7,"JF&CS Other (Project NESST, Visiting Moms, Fragile Beginnings, Early Connections)",""
QID174_Choice8,"Riverside Early Head Start",""
QID174_Choice9,"Riverside Cambridge/Somerville Early Intervention (including Riverside Early Intervention Parenting Partnerships)",""
QID174_Choice10,"Riverside Early Years Project",""
QID174_Choice12,"I work for an organization that is not listed here",""
QID230_QuestionText,"What other organization(s) do you work for in your family support/home visiting role?<br>",""
QID180_QuestionText,"Do you have the option of receiving full-time employment from any of the organizations you work for in your family support/home visiting role?",""
QID180_Choice1,"Yes",""
QID180_Choice2,"No",""
QID218_QuestionText,"How many hours a week do you typically work?<br><i>If you work for multiple different organizations, please include all hours. Please type only a number (e.g., if you work 30 hours a week, please type: 30)</i><br>",""
QID214_QuestionText,"Please indicate the age groups that you work with in your current role.<br><i>Check all that apply</i>",""
QID214_Choice1,"Infants (less than 15 months old)",""
QID214_Choice2,"Toddlers (16-36 months old)",""
QID214_Choice3,"Preschoolers (3-4 year olds not yet eligible for kindergarten)",""
QID214_Choice4,"Elementary school and older (kindergarten or older)",""
QID215_QuestionText,"What language(s) do you speak with children and families during your work?<br><i>Check all that apply</i><br>",""
QID215_Choice1,"English",""
QID215_Choice2,"Spanish",""
QID215_Choice3,"Portuguese",""
QID215_Choice4,"Mandarin",""
QID215_Choice5,"French",""
QID215_Choice7,"Haitian Creole",""
QID215_Choice8,"Amharic",""
QID215_Choice6,"Other, please explain:",""
QID175_QuestionText,"Do any of your employers offer you the following benefits? <br><i>Please check ""yes"" if your organization&nbsp;<b>offers</b> the benefit even if you are not using it.</i>",""
QID175_Choice1,"Paid sick leave",""
QID175_Choice2,"Unpaid sick leave",""
QID175_Choice3,"Paid vacation or personal days",""
QID175_Choice4,"Health insurance",""
QID175_Choice5,"Dental insurance",""
QID175_Choice6,"Tuition reimbursement<br />➘(e.g., for college courses)",""
QID175_Choice7,"Professional development funds<br />➘(e.g., to attend conferences, buy books)",""
QID175_Choice8,"Child care benefits<br />➘(e.g., free or discounted tuition for the children of staff)",""
QID175_Choice9,"Retirement plan<br />➘(e.g., 401k, 403b, pension plan)",""
QID175_Choice10,"Overtime pay",""
QID175_Answer1,"Yes",""
QID175_Answer2,"No",""
QID177_QuestionText,"How many days of paid sick leave do you have a year?<br><i>Please type a number.</i>&nbsp;",""
QID178_QuestionText,"How many days of paid vacation/personal days do you have a year?<br><i>Please type a number. </i>",""
QID179_QuestionText,"Do you currently have health insurance?",""
QID179_Choice1,"Yes",""
QID179_Choice2,"No",""
QID181_QuestionText,"What is the source of your current primary health insurance policy?",""
QID181_Choice2,"Through my employer",""
QID181_Choice3,"My partner/spouse's policy",""
QID181_Choice4,"My parent's policy",""
QID181_Choice5,"Medicare/Medicaid",""
QID181_Choice6,"Massachusetts Health Connector/Affordable Care Act",""
QID181_Choice7,"MASSHealth",""
QID181_Choice8,"Other, please explain",""
QID242_QuestionText,"These questions are to help capture how your job relates your mental and emotional health.",""
QID182_QuestionText,"Please read each statement carefully and decide if you ever feel this way about your job. Then, indicate how much stress this feeling has caused.",""
QID182_Choice1,"I lack opportunities for professional improvement.",""
QID182_Choice2,"My personal opinions are not considered.",""
QID182_Choice3,"I am not emotionally/intellectually stimulated on the job.",""
QID182_Choice4,"I lack control over decisions/matters related to my job.",""
QID182_Answer1,"No stress",""
QID182_Answer2,"Mild stress",""
QID182_Answer3,"Moderate stress",""
QID182_Answer4,"Severe stress",""
QID182_Answer5,"Extreme stress",""
QID183_QuestionText,"This question is about how you feel about your job. Please read each statement carefully and decide if you ever feel this way about your job and, if so, how frequently.",""
QID183_Choice1,"I feel emotionally drained from my work.",""
QID183_Choice2,"I feel used up at the end of the workday.",""
QID183_Choice3,"I feel tired when I get up in the morning and have to face another day on the job.",""
QID183_Choice4,"Working with people all day is really hard for me.",""
QID183_Choice5,"I feel burned out from my work.",""
QID183_Choice6,"I feel frustrated by my job.",""
QID183_Choice7,"I feel I'm working too hard on my job.",""
QID183_Choice8,"Working with people directly puts too much stress on me.",""
QID183_Choice9,"I feel like I'm at the end of my rope.",""
QID183_Answer1,"Never",""
QID183_Answer2,"A few times a year or less",""
QID183_Answer3,"Once a month or less",""
QID183_Answer4,"A few times a month",""
QID183_Answer5,"Once a week",""
QID183_Answer6,"A few times a week",""
QID183_Answer7,"Every day",""
QID185_QuestionText,"Over the last two weeks, how often have you been bothered by the following problems?",""
QID185_Choice1,"Feeling nervous, anxious or on edge",""
QID185_Choice2,"Not being able to stop or control worrying",""
QID185_Choice3,"Feeling down, depressed or hopeless",""
QID185_Choice4,"Little interest or pleasure in doing things",""
QID185_Answer1,"Not at all",""
QID185_Answer2,"Several days",""
QID185_Answer3,"More than half the days",""
QID185_Answer4,"Nearly every day",""
QID190_QuestionText,"These questions are to help us understand how you take care of your wellbeing outside of your professional environment.",""
QID191_QuestionText,"How do you like to spend your time outside of work?",""
QID192_QuestionText,"What are your go-to support systems, either in or outside of your work setting?",""
QID209_QuestionText,"<b>All About You<br></b>In this section, we want to learn more about you and your family. This information is critical for us to understand who is in the early care and education workforce in Cambridge.",""
QID193_QuestionText,"What is your gender",""
QID193_Choice1,"Female",""
QID193_Choice2,"Male",""
QID193_Choice4,"Nonbinary",""
QID193_Choice3,"Other, please write in your gender identity:",""
QID194_QuestionText,"What is your race?<br><i>Check all that apply</i><br>",""
QID194_Choice1,"American Indian or Alaskan Native",""
QID194_Choice2,"Asian",""
QID194_Choice3,"Black or African American",""
QID194_Choice4,"Native Hawaiian or Other Pacific Islander",""
QID194_Choice5,"White",""
QID195_QuestionText,"Do you identify as:&nbsp;",""
QID195_Choice1,"Hispanic or Latinx or Spanish Origin",""
QID195_Choice2,"Not Hispanic of Latinx or Spanish Origin",""
QID196_QuestionText,"What language do you speak the most, in general?&nbsp;",""
QID196_Choice1,"English",""
QID196_Choice2,"Spanish",""
QID196_Choice3,"Portuguese",""
QID196_Choice4,"Mandarin",""
QID196_Choice5,"French",""
QID196_Choice7,"Haitian Creole",""
QID196_Choice8,"Amharic",""
QID196_Choice6,"Other, please explain:",""
QID197_QuestionText,"Which state do you currently live in?",""
QID197_Choice1,"Massachusetts",""
QID197_Choice2,"Connecticut",""
QID197_Choice3,"New Hampshire",""
QID197_Choice4,"Rhode Island",""
QID197_Choice5,"Maine",""
QID197_Choice7,"Vermont",""
QID197_Choice6,"Other, please explain:",""
QID198_QuestionText,"In which town do you currently live in Massachusetts?",""
QID198_Choice1,"Abington",""
QID198_Choice2,"Acton",""
QID198_Choice3,"Acushnet",""
QID198_Choice4,"Adams",""
QID198_Choice5,"Agawam",""
QID198_Choice6,"Alford",""
QID198_Choice7,"Amesbury",""
QID198_Choice8,"Amherst",""
QID198_Choice9,"Andover",""
QID198_Choice10,"Aquinnah",""
QID198_Choice11,"Arlington",""
QID198_Choice12,"Ashburnham",""
QID198_Choice13,"Ashby",""
QID198_Choice14,"Ashfield",""
QID198_Choice15,"Ashland",""
QID198_Choice16,"Athol",""
QID198_Choice17,"Attleboro",""
QID198_Choice18,"Auburn",""
QID198_Choice19,"Avon",""
QID198_Choice20,"Ayer",""
QID198_Choice21,"Barnstable",""
QID198_Choice22,"Barre",""
QID198_Choice23,"Becket",""
QID198_Choice24,"Bedford",""
QID198_Choice25,"Belchertown",""
QID198_Choice26,"Bellingham",""
QID198_Choice27,"Belmont",""
QID198_Choice28,"Berkley",""
QID198_Choice29,"Berlin",""
QID198_Choice30,"Bernardston",""
QID198_Choice31,"Beverly",""
QID198_Choice32,"Billerica",""
QID198_Choice33,"Blackstone",""
QID198_Choice34,"Blandford",""
QID198_Choice35,"Bolton",""
QID198_Choice36,"Boston",""
QID198_Choice37,"Bourne",""
QID198_Choice38,"Boxborough",""
QID198_Choice39,"Boxford",""
QID198_Choice40,"Boylston",""
QID198_Choice41,"Braintree",""
QID198_Choice42,"Brewster",""
QID198_Choice43,"Bridgewater",""
QID198_Choice44,"Brimfield",""
QID198_Choice45,"Brockton",""
QID198_Choice46,"Brookfield",""
QID198_Choice47,"Brookline",""
QID198_Choice48,"Buckland",""
QID198_Choice49,"Burlington",""
QID198_Choice50,"Cambridge",""
QID198_Choice51,"Canton",""
QID198_Choice52,"Carlisle",""
QID198_Choice53,"Carver",""
QID198_Choice54,"Charlemont",""
QID198_Choice55,"Charlton",""
QID198_Choice56,"Chatham",""
QID198_Choice57,"Chelmsford",""
QID198_Choice58,"Chelsea",""
QID198_Choice59,"Cheshire",""
QID198_Choice60,"Chester",""
QID198_Choice61,"Chesterfield",""
QID198_Choice62,"Chicopee",""
QID198_Choice63,"Chilmark",""
QID198_Choice64,"Clarksburg",""
QID198_Choice65,"Clinton",""
QID198_Choice66,"Cohasset",""
QID198_Choice67,"Colrain",""
QID198_Choice68,"Concord",""
QID198_Choice69,"Conway",""
QID198_Choice70,"Cummington",""
QID198_Choice71,"Dalton",""
QID198_Choice72,"Danvers",""
QID198_Choice73,"Dartmouth",""
QID198_Choice74,"Dedham",""
QID198_Choice75,"Deerfield",""
QID198_Choice76,"Dennis",""
QID198_Choice77,"Dighton",""
QID198_Choice78,"Douglas",""
QID198_Choice79,"Dover",""
QID198_Choice80,"Dracut",""
QID198_Choice81,"Dudley",""
QID198_Choice82,"Dunstable",""
QID198_Choice83,"Duxbury",""
QID198_Choice84,"East Bridgewater",""
QID198_Choice85,"East Brookfield",""
QID198_Choice86,"East Longmeadow",""
QID198_Choice87,"Eastham",""
QID198_Choice88,"Easthampton",""
QID198_Choice89,"Easton",""
QID198_Choice90,"Edgartown",""
QID198_Choice91,"Egremont",""
QID198_Choice92,"Erving",""
QID198_Choice93,"Essex",""
QID198_Choice94,"Everett",""
QID198_Choice95,"Fairhaven",""
QID198_Choice96,"Fall River",""
QID198_Choice97,"Falmouth",""
QID198_Choice98,"Fitchburg",""
QID198_Choice99,"Florida",""
QID198_Choice100,"Foxborough",""
QID198_Choice101,"Framingham",""
QID198_Choice102,"Franklin",""
QID198_Choice103,"Freetown",""
QID198_Choice104,"Gardner",""
QID198_Choice105,"Georgetown",""
QID198_Choice106,"Gill",""
QID198_Choice107,"Gloucester",""
QID198_Choice108,"Goshen",""
QID198_Choice109,"Gosnold",""
QID198_Choice110,"Grafton",""
QID198_Choice111,"Granby",""
QID198_Choice112,"Granville",""
QID198_Choice113,"Great Barrington",""
QID198_Choice114,"Greenfield",""
QID198_Choice115,"Groton",""
QID198_Choice116,"Groveland",""
QID198_Choice117,"Hadley",""
QID198_Choice118,"Halifax",""
QID198_Choice119,"Hamilton",""
QID198_Choice120,"Hampden",""
QID198_Choice121,"Hancock",""
QID198_Choice122,"Hanover",""
QID198_Choice123,"Hanson",""
QID198_Choice124,"Hardwick",""
QID198_Choice125,"Harvard",""
QID198_Choice126,"Harwich",""
QID198_Choice127,"Hatfield",""
QID198_Choice128,"Haverhill",""
QID198_Choice129,"Hawley",""
QID198_Choice130,"Heath",""
QID198_Choice131,"Hingham",""
QID198_Choice132,"Hinsdale",""
QID198_Choice133,"Holbrook",""
QID198_Choice134,"Holden",""
QID198_Choice135,"Holland",""
QID198_Choice136,"Holliston",""
QID198_Choice137,"Holyoke",""
QID198_Choice138,"Hopedale",""
QID198_Choice139,"Hopkinton",""
QID198_Choice140,"Hubbardston",""
QID198_Choice141,"Hudson",""
QID198_Choice142,"Hull",""
QID198_Choice143,"Huntington",""
QID198_Choice144,"Ipswich",""
QID198_Choice145,"Kingston",""
QID198_Choice146,"Lakeville",""
QID198_Choice147,"Lancaster",""
QID198_Choice148,"Lanesborough",""
QID198_Choice149,"Lawrence",""
QID198_Choice150,"Lee",""
QID198_Choice151,"Leicester",""
QID198_Choice152,"Lenox",""
QID198_Choice153,"Leominster",""
QID198_Choice154,"Leverett",""
QID198_Choice155,"Lexington",""
QID198_Choice156,"Leyden",""
QID198_Choice157,"Lincoln",""
QID198_Choice158,"Littleton",""
QID198_Choice159,"Longmeadow",""
QID198_Choice160,"Lowell",""
QID198_Choice161,"Ludlow",""
QID198_Choice162,"Lunenburg",""
QID198_Choice163,"Lynn",""
QID198_Choice164,"Lynnfield",""
QID198_Choice165,"Malden",""
QID198_Choice166,"Manchester-by-the-Sea",""
QID198_Choice167,"Mansfield",""
QID198_Choice168,"Marblehead",""
QID198_Choice169,"Marion",""
QID198_Choice170,"Marlborough",""
QID198_Choice171,"Marshfield",""
QID198_Choice172,"Mashpee",""
QID198_Choice173,"Mattapoisett",""
QID198_Choice174,"Maynard",""
QID198_Choice175,"Medfield",""
QID198_Choice176,"Medford",""
QID198_Choice177,"Medway",""
QID198_Choice178,"Melrose",""
QID198_Choice179,"Mendon",""
QID198_Choice180,"Merrimac",""
QID198_Choice181,"Methuen",""
QID198_Choice182,"Middleborough",""
QID198_Choice183,"Middlefield",""
QID198_Choice184,"Middleton",""
QID198_Choice185,"Milford",""
QID198_Choice186,"Millbury",""
QID198_Choice187,"Millis",""
QID198_Choice188,"Millville",""
QID198_Choice189,"Milton",""
QID198_Choice190,"Monroe",""
QID198_Choice191,"Monson",""
QID198_Choice192,"Montague",""
QID198_Choice193,"Monterey",""
QID198_Choice194,"Montgomery",""
QID198_Choice195,"Mount Washington",""
QID198_Choice196,"Nahant",""
QID198_Choice197,"Nantucket",""
QID198_Choice198,"Natick",""
QID198_Choice199,"Needham",""
QID198_Choice200,"New Ashford",""
QID198_Choice201,"New Bedford",""
QID198_Choice202,"New Braintree",""
QID198_Choice203,"New Marlborough",""
QID198_Choice204,"New Salem",""
QID198_Choice205,"Newbury",""
QID198_Choice206,"Newburyport",""
QID198_Choice207,"Newton",""
QID198_Choice208,"Norfolk",""
QID198_Choice209,"North Adams",""
QID198_Choice210,"North Andover",""
QID198_Choice211,"North Attleborough",""
QID198_Choice212,"North Brookfield",""
QID198_Choice213,"North Reading",""
QID198_Choice214,"Northampton",""
QID198_Choice215,"Northborough",""
QID198_Choice216,"Northbridge",""
QID198_Choice217,"Northfield",""
QID198_Choice218,"Norton",""
QID198_Choice219,"Norwell",""
QID198_Choice220,"Norwood",""
QID198_Choice221,"Oak Bluffs",""
QID198_Choice222,"Oakham",""
QID198_Choice223,"Orange",""
QID198_Choice224,"Orleans",""
QID198_Choice225,"Otis",""
QID198_Choice226,"Oxford",""
QID198_Choice227,"Palmer",""
QID198_Choice228,"Paxton",""
QID198_Choice229,"Peabody",""
QID198_Choice230,"Pelham",""
QID198_Choice231,"Pembroke",""
QID198_Choice232,"Pepperell",""
QID198_Choice233,"Peru",""
QID198_Choice234,"Petersham",""
QID198_Choice235,"Phillipston",""
QID198_Choice236,"Pittsfield",""
QID198_Choice237,"Plainfield",""
QID198_Choice238,"Plainville",""
QID198_Choice239,"Plymouth",""
QID198_Choice240,"Plympton",""
QID198_Choice241,"Princeton",""
QID198_Choice242,"Provincetown",""
QID198_Choice243,"Quincy",""
QID198_Choice244,"Randolph",""
QID198_Choice245,"Raynham",""
QID198_Choice246,"Reading",""
QID198_Choice247,"Rehoboth",""
QID198_Choice248,"Revere",""
QID198_Choice249,"Richmond",""
QID198_Choice250,"Rochester",""
QID198_Choice251,"Rockland",""
QID198_Choice252,"Rockport",""
QID198_Choice253,"Rowe",""
QID198_Choice254,"Rowley",""
QID198_Choice255,"Royalston",""
QID198_Choice256,"Russell",""
QID198_Choice257,"Rutland",""
QID198_Choice258,"Salem",""
QID198_Choice259,"Salisbury",""
QID198_Choice260,"Sandisfield",""
QID198_Choice261,"Sandwich",""
QID198_Choice262,"Saugus",""
QID198_Choice263,"Savoy",""
QID198_Choice264,"Scituate",""
QID198_Choice265,"Seekonk",""
QID198_Choice266,"Sharon",""
QID198_Choice267,"Sheffield",""
QID198_Choice268,"Shelburne",""
QID198_Choice269,"Sherborn",""
QID198_Choice270,"Shirley",""
QID198_Choice271,"Shrewsbury",""
QID198_Choice272,"Shutesbury",""
QID198_Choice273,"Somerset",""
QID198_Choice274,"Somerville",""
QID198_Choice275,"South Hadley",""
QID198_Choice276,"Southampton",""
QID198_Choice277,"Southborough",""
QID198_Choice278,"Southbridge",""
QID198_Choice279,"Southwick",""
QID198_Choice280,"Spencer",""
QID198_Choice281,"Springfield",""
QID198_Choice282,"Sterling",""
QID198_Choice283,"Stockbridge",""
QID198_Choice284,"Stoneham",""
QID198_Choice285,"Stoughton",""
QID198_Choice286,"Stow",""
QID198_Choice287,"Sturbridge",""
QID198_Choice288,"Sudbury",""
QID198_Choice289,"Sunderland",""
QID198_Choice290,"Sutton",""
QID198_Choice291,"Swampscott",""
QID198_Choice292,"Swansea",""
QID198_Choice293,"Taunton",""
QID198_Choice294,"Templeton",""
QID198_Choice295,"Tewksbury",""
QID198_Choice296,"Tisbury",""
QID198_Choice297,"Tolland",""
QID198_Choice298,"Topsfield",""
QID198_Choice299,"Townsend",""
QID198_Choice300,"Truro",""
QID198_Choice301,"Tyngsborough",""
QID198_Choice302,"Tyringham",""
QID198_Choice303,"Upton",""
QID198_Choice304,"Uxbridge",""
QID198_Choice305,"Wakefield",""
QID198_Choice306,"Wales",""
QID198_Choice307,"Walpole",""
QID198_Choice308,"Waltham",""
QID198_Choice309,"Ware",""
QID198_Choice310,"Wareham",""
QID198_Choice311,"Warren",""
QID198_Choice312,"Warwick",""
QID198_Choice313,"Washington",""
QID198_Choice314,"Watertown",""
QID198_Choice315,"Wayland",""
QID198_Choice316,"Webster",""
QID198_Choice317,"Wellesley",""
QID198_Choice318,"Wellfleet",""
QID198_Choice319,"Wendell",""
QID198_Choice320,"Wenham",""
QID198_Choice321,"West Boylston",""
QID198_Choice322,"West Bridgewater",""
QID198_Choice323,"West Brookfield",""
QID198_Choice324,"West Newbury",""
QID198_Choice325,"West Springfield",""
QID198_Choice326,"West Stockbridge",""
QID198_Choice327,"West Tisbury",""
QID198_Choice328,"Westborough",""
QID198_Choice329,"Westfield",""
QID198_Choice330,"Westford",""
QID198_Choice331,"Westhampton",""
QID198_Choice332,"Westminster",""
QID198_Choice333,"Weston",""
QID198_Choice334,"Westport",""
QID198_Choice335,"Westwood",""
QID198_Choice336,"Weymouth",""
QID198_Choice337,"Whately",""
QID198_Choice338,"Whitman",""
QID198_Choice339,"Wilbraham",""
QID198_Choice340,"Williamsburg",""
QID198_Choice341,"Williamstown",""
QID198_Choice342,"Wilmington",""
QID198_Choice343,"Winchendon",""
QID198_Choice344,"Winchester",""
QID198_Choice345,"Windsor",""
QID198_Choice346,"Winthrop",""
QID198_Choice347,"Woburn",""
QID198_Choice348,"Worcester",""
QID198_Choice349,"Worthington",""
QID198_Choice350,"Wrentham",""
QID198_Choice351,"Yarmouth",""
QID199_QuestionText,"Do you currently rent or own your home?",""
QID199_Choice1,"Rent",""
QID199_Choice2,"Own",""
QID199_Choice3,"Other, please explain:",""
QID200_QuestionText,"Do you have any children under age 18 currently living at home with you?",""
QID200_Choice1,"Yes",""
QID200_Choice2,"No",""
QID201_QuestionText,"How many children under age 18 do you currently have living at home with you?&nbsp;<br><i>If you have 2 children, please type: 2</i><br>",""
QID202_QuestionText,"Is your current income for your work paid as an hourly rate or annual salary?",""
QID202_Choice1,"Hourly rate",""
QID202_Choice2,"Annual salary",""
QID203_QuestionText,"What is your hourly rate in your current role?",""
QID203_Choice1,"Less than $12.00 an hour",""
QID203_Choice2,"Between $12.00 and $13.99 an hour",""
QID203_Choice3,"Between $14.00 and $15.99 an hour",""
QID203_Choice4,"Between $16.00 and $17.99 an hour",""
QID203_Choice5,"Between $18.00 and $19.99 an hour",""
QID203_Choice6,"Between $20.00 and $21.99 an hour",""
QID203_Choice7,"Between $22.00 and $23.99 an hour",""
QID203_Choice8,"Between $24.00 and $25.99 an hour",""
QID203_Choice9,"Between $26.00 and $27.99 an hour",""
QID203_Choice10,"Between $28.00 and $29.99 an hour",""
QID203_Choice11,"Between $30.00 and $31.99 an hour",""
QID203_Choice12,"Between $32.00 and $33.99 an hour",""
QID203_Choice13,"Between $34.00 and $35.99 an hour",""
QID203_Choice14,"Between $36.00 and $37.99 an hour",""
QID203_Choice15,"Between $38.00 and $39.99 an hour",""
QID203_Choice16,"Over $40.00 an hour",""
QID204_QuestionText,"What is your annual salary in your current role?",""
QID204_Choice1," $10,000 or less ",""
QID204_Choice2,"$10,001 to $20,000",""
QID204_Choice3,"$20,001 to $30,000",""
QID204_Choice4,"$30,001 to $40,000",""
QID204_Choice5,"$40,001 to $50,000",""
QID204_Choice6,"$50,001 to $75,000",""
QID204_Choice7,"$75,001 to $100,000",""
QID204_Choice8,"$100,001 to $125,000",""
QID204_Choice9,"$125,001 to $150,000",""
QID204_Choice10,"$150,001 to $200,000",""
QID204_Choice11,"$201,000 to $250,000",""
QID204_Choice12,"More than $250,000",""
QID216_QuestionText,"Since the start of the calendar year (since January 2023), how much of your own money have you spent on materials related to your work?<br><i>Please type only a number (e.g., if you have spent $20, please type: 20)</i><br>",""
QID205_QuestionText,"In the 2022 tax year, what was the <b>total income</b> of all persons in your household, including salaries or other earnings, interest, retirement, and so on for all household members?",""
QID205_Choice1," $10,000 or less ",""
QID205_Choice2,"$10,001 to $20,000",""
QID205_Choice3,"$20,001 to $30,000",""
QID205_Choice4,"$30,001 to $40,000",""
QID205_Choice5,"$40,001 to $50,000",""
QID205_Choice6,"$50,001 to $75,000",""
QID205_Choice7,"$75,001 to $100,000",""
